500,6401
1XZPtZVqcOzzxbYIR7MjQw,Ontario,Novo Amor;Ed Tullett;Lowswimmer,ambient,69,0.409,0.223,0.173
2kfGoV9a5dbSKCNmUWH2ZF,Turning Page,Sleeping At Last,ambient,72,0.307,0.371,0.189
7cs7MLtAWvsdf3w5kBvfK2,Nothing's Gonna Hurt You Baby,Cigarettes After Sex,ambient,72,0.508,0.33,0.101
1gUAX2ImxDsB3YDcyxMXlB,カワキヲアメク,美波,anime,71,0.541,0.846,0.524
1di1C0QI6Y92yZPYn6XYAZ,シルエット,KANA-BOON,anime,73,0.436,0.934,0.384
3khEEPRyBeOUabbmOPJzAG,KICK BACK,Kenshi Yonezu,anime,83,0.577,0.941,0.292
1rN9QoVxw5U7TJkyaUR8C1,unravel,TK from Ling tosite sigure,anime,73,0.508,0.889,0.332
23phSRwoMy48rwFpmuAP8q,残酷な天使のテーゼ,Yoko Takahashi,anime,60,0.691,0.773,0.502
6y4GYuZszeXNOXuBFsJlos,Kaikai Kitan,Eve,anime,75,0.584,0.911,0.606
364JzOajs76bJymjHm3sVY,ピースサイン,Kenshi Yonezu,anime,71,0.593,0.935,0.618
0UzymivvUH5s8z4PeWZJaK,FEVER,ENHYPEN,anime,77,0.6,0.713,0.471
6AFkv6rIVRusZNifR74Q7t,Shingeki Gt 20130218 Kyojin,Hiroyuki Sawano,anime,55,0.159,0.197,0.125
2XpV9sHBexcNrz0Gyf3l18,ブルーバード,Ikimonogakari,anime,70,0.536,0.966,0.849
0mJUxFpEI1eAOIIfnNoZ4G,Hallowed Be Thy Name,Cradle Of Filth,black-metal,51,0.428,0.972,0.225
7v9HNMlAe2UBaEhvaCk5wX,Doomswitch,Make Them Suffer,black-metal,58,0.25,0.952,0.126
3wBHF6evf55iEzyMtReJSH,Bartzabel,Behemoth,black-metal,47,0.468,0.913,0.187
5FBToB2y0ie4fq3WjfsFFE,I Want to Be with You,Sadness,black-metal,41,0.144,0.466,0.0737
6WuqJLVZcyJklg7lIozAO8,Nymphetamine Fix,Cradle Of Filth,black-metal,54,0.462,0.905,0.253
4ar1c2LuEYvcyRfPB8lFPC,Fra dyden,ORM,black-metal,26,0.174,0.664,0.0371
5wWRdIjndDOh1j4OXAPpdD,Deathcrush,Mayhem,black-metal,51,0.219,0.908,0.208
0Jt4oMpZKEFRrHYBNglgzt,Maha-Kali,Dissection,black-metal,40,0.571,0.853,0.648
4CyEtLfXTjday5wQ6yHJQG,Devadevam,Rotting Christ,black-metal,36,0.387,0.809,0.0706
2FsDybzWgntIa8M3Y7AenT,O Father O Satan O Sun!,Behemoth,black-metal,49,0.261,0.92,0.183
5qm0KiVKMXW1kq6VrnIhz5,Cliffs Of Dover - Instrumental,Eric Johnson,bluegrass,59,0.449,0.775,0.313
5VYOUBkObeGOnCt30YDTJ3,People Change,Mipso,bluegrass,64,0.373,0.276,0.409
0f7OHfUNNs5DGTijGFPalp,Whiskey Lullaby,Alison Krauss;Brad Paisley,bluegrass,52,0.532,0.371,0.161
6HveTIMynTMzTc5L0TcS20,When You Say Nothing At All,Alison Krauss & Union Station,bluegrass,64,0.514,0.243,0.388
78ivvTBqkt3e6eBBkWMuV8,John,Wood & Wire,bluegrass,36,0.388,0.47,0.776
2Q54qZEaQnGkdx3834TBfz,Interstate 8,Pickin' On Series;Iron Horse,bluegrass,36,0.678,0.737,0.774
5jiV53HABsmPO0y0138jwf,Hangin’ Around,The Steeldrivers,bluegrass,39,0.487,0.558,0.668
47VEW1aJJAkwaZc2g6Bait,Colorado,The Infamous Stringdusters,bluegrass,38,0.607,0.588,0.495
7mwFpSD2Y6wTAi9lWTPNRB,Empire,Trampled by Turtles,bluegrass,36,0.434,0.796,0.471
56fKca6XW3xorTI3Ok6QQQ,White Freightliner,J.D. Crowe & The New South,bluegrass,33,0.566,0.781,0.962
5MAK1nd8R6PWnle1Q1WJvh,I See Red,Everybody Loves an Outlaw,blues,77,0.509,0.448,0.221
2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,blues,79,0.636,0.676,0.273
3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,blues,84,0.743,0.446,0.278
6zC0mpGYwbNTpk9SKwh08f,Wonderful Tonight,Eric Clapton,blues,76,0.572,0.214,0.485
7K0WZ75nHqj450OYd3ZywF,I'm Dangerous,The EverLove,blues,65,0.691,0.841,0.755
6T5i8eCUWZ92HOZtxt58LK,Angel,Aretha Franklin,blues,1,0.27,0.577,0.362
6xqWfkMmiqbepWSXMj19K1,This Girl's in Love with You,Aretha Franklin,blues,0,0.579,0.409,0.526
7ho8AmAGyByBomWJPwThKX,Sweet Home Alabama,Lynyrd Skynyrd,blues,2,0.614,0.724,0.902
1GQMpacZAFmsYYmkT87gUw,Rough Boy,ZZ Top,blues,1,0.419,0.737,0.595
0uZ14vmYf9O5LirYjN84GL,Sleigh Ride,Ella Fitzgerald,blues,0,0.593,0.287,0.639
6GomT970rCOkKAyyrwJeZi,Move Your Body,Öwnboss;Sevek,brazil,82,0.848,0.821,0.249
7DFIPUWRKwOB8RWky8ELq8,"Amores, Vícios e Obsessões",BK;JXNV$,brazil,56,0.833,0.517,0.187
1JAqy8JxzsmMRq5jD2Oi49,Pirate,Liu;GenX,brazil,54,0.72,0.781,0.307
2p9CY7YZIrkZLg4ztUCjZN,Helipa,Yago Oproprio,brazil,57,0.692,0.427,0.542
1XqWGzOdE6Q6FgFwAg0t9R,Uma Linda Mulher,Xamã;Bagua Records;Luccas Carlos,brazil,54,0.704,0.616,0.161
0EvH4HVrhZnvAfyctBSGrk,Expectativas,3030,brazil,52,0.75,0.507,0.897
56U1WCUL6mbxoSSYgbBame,Castelos & Ruínas,BK;Sain,brazil,52,0.799,0.584,0.404
2QGuFhaQDrGKqtkOgItDJS,Zoio De Lula - Ao Vivo,Charlie Brown Jr.,brazil,55,0.632,0.866,0.835
4sGtZZD7zBZ1oqoQjkBg1z,Rico E Bem Novin,UCLÃ;Sueth;Shoy;Mc IG,brazil,53,0.611,0.547,0.355
4SrXpaZtMokUhhFkgzDMpK,Não Vai Voltar,Onze:20,brazil,53,0.641,0.617,0.941
3JiyUyibMs31de0hmoeSK9,Speakerbox (feat. Ohana Bam & Lafa Taylor) - F8 Remix,Bassnectar;Ohana Bam;Lafa Taylor,breakbeat,49,0.576,0.88,0.514
6PXbVEz2q5U3S56AAbQShG,Supersonic (VIP),Noisia;Skrillex;josh pan;Dylan Brady,breakbeat,48,0.416,0.506,0.0613
05V0EUXnGRfV940BTV30Xa,Restless,Evil Nine;Toastie Taylor,breakbeat,42,0.555,0.888,0.561
6Rxa3iS3kpo9iTHg97Vxo3,Nasty,Datsik;Virtual Riot,breakbeat,49,0.461,0.964,0.0558
2yMKMPK4B51730EaBIO2KD,Omen,The Prodigy,breakbeat,17,0.542,0.955,0.586
4bz7uB4edifWKJXSDxwHcs,Galvanize,The Chemical Brothers,breakbeat,64,0.745,0.714,0.365
3NPYT4nilQ6YW1uA8I7orI,Speakerbox (feat. Lafa Taylor),Bassnectar;Lafa Taylor,breakbeat,53,0.507,0.934,0.471
702bgtK1RC080O8pozq94S,Wide Open,The Chemical Brothers,breakbeat,52,0.607,0.593,0.207
01CXtj7DFZETkiCDosMFjy,All Torque - Original Version,Hybrid,breakbeat,23,0.546,0.717,0.0621
0D5oADYCG5QbPKk3QEOP1F,Breathe (feat. RZA) [Liam H and Rene LaVice Re-Amp],The Prodigy;RZA;René LaVice,breakbeat,45,0.661,0.954,0.332
0DuWDLjriRPjDRoPgaCslY,Love In The Dark,Adele,british,78,0.331,0.341,0.152
3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,Adele,british,80,0.603,0.67,0.446
6DEMMeWXfmFAXgDUMMzeg6,All I Ask,Adele,british,74,0.591,0.28,0.348
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Adele,british,85,0.604,0.366,0.13
3bNv3VuUOKgrf5hu3YcuRo,Someone Like You,Adele,british,81,0.556,0.319,0.294
6VObnIkLVruX4UVyxWhlqm,Skyfall,Adele,british,78,0.346,0.552,0.0789
6O5TrlFWTYvznd9fMC0VvU,When We Were Young,Adele,british,79,0.376,0.595,0.265
3Kkjo3cT83cw09VJyrLNwX,Oh My God,Adele,british,82,0.534,0.725,0.55
4OSBTYWVwsQhGLF9NHvIbR,Rolling in the Deep,Adele,british,81,0.73,0.769,0.507
563SfWAHJs4FBZMkRN0IFN,Send My Love (To Your New Lover),Adele,british,72,0.688,0.533,0.567
6i8z0tElGO6Ye3Bk7nW496,每次你走的時分,my little airport,cantopop,47,0.576,0.505,0.57
3fkGSUHFDNpqft16NLwY1T,下了兩天雨,my little airport,cantopop,44,0.577,0.228,0.161
45rZ0CtRR470rAOFiWJNeM,詩歌舞街,my little airport,cantopop,50,0.641,0.479,0.301
1IpZbWmIcs6kAAioo6X3G7,那陣時不知道,my little airport,cantopop,48,0.613,0.21,0.268
1ccNLIJMQxsTleaULYWwZD,無條件,Eason Chan,cantopop,54,0.646,0.37,0.465
5PimlePLQd8xdf7uKccHqS,QUEEN,my little airport,cantopop,46,0.453,0.38,0.396
10EJ7YEDERnYUxTdFWmrWQ,麥記最後一夜,my little airport,cantopop,42,0.544,0.389,0.457
15HvSoZZQfbOlJ2UAM69Vx,九龍公園游泳池,my little airport,cantopop,42,0.472,0.344,0.583
3eT4GvkE7uzp9hdYxc4So2,喫煙席,my little airport,cantopop,41,0.569,0.261,0.232
2lMVTk3I232dE7jnkufOSt,老派約會之必要,MC 張天賦,cantopop,66,0.679,0.563,0.631
4IlqQhaxrGPxmg35YcXXuS,Dancin - Krono Remix,Aaron Smith;Luvli;Krono,chicago-house,76,0.751,0.727,0.28
6WkJ2OK163XXS2oARUC9JM,Dancin (feat. Luvli) - Krono Remix,Aaron Smith;Krono;Luvli,chicago-house,78,0.72,0.741,0.357
4h4AEqy0iBbjdlbtWvIx5O,Get Get Down,Paul Johnson,chicago-house,58,0.879,0.95,0.615
3YXIVMQLRRq2K7kxC7UYx6,Move Your Body,Marshall Jefferson;Solardo,chicago-house,62,0.791,0.801,0.609
1E8hMeQvfgvQPjN3BZ2viF,Mystery of Love,Mr. Fingers,chicago-house,47,0.767,0.686,0.565
5o97IsOGSYy67xqIxSprpL,Dancin (feat. Luvli) - Krono Extended Remix,Aaron Smith;Krono;Luvli,chicago-house,49,0.77,0.767,0.486
0vryyKyxCFXT0gg670yNEw,Your Love,Frankie Knuckles,chicago-house,52,0.7,0.725,0.129
09IT6ZbPsY5EioVEqeyq4j,Brighter Days - Dajae- Underground Mix '93,Cajmere;Dajae,chicago-house,50,0.878,0.737,0.235
52qNIY0h8bzZ410sZPRRWX,Outer Level,Aaron Smith;Alicia Campbell,chicago-house,31,0.779,0.519,0.731
5nIL1etglKhsfxRPcVhbjq,Who Am I,Alinka,chicago-house,27,0.726,0.855,0.566
5ygDXis42ncn6kYG14lEVG,Baby Shark,Pinkfong,children,77,0.829,0.886,0.777
6YQ7aPJhk0MGpwoKfFAEbS,Wheels on the Bus,CoComelon,children,72,0.941,0.387,0.965
4UPrf1sQYOG2TIBScms919,Johny Johny Yes Papa,LooLoo Kids,children,46,0.597,0.764,0.786
7zD97mcPo9fng0aJqUhFvd,Baby Shark,CoComelon,children,64,0.779,0.587,0.908
3N6kzbnfpTPB5J9NAGc1rU,Twinkle Twinkle Little Star,Super Simple Songs,children,69,0.696,0.227,0.284
0dF7HP4wDwxCtID3mXpdYX,Baa Baa Black Sheep,CoComelon,children,68,0.711,0.396,0.969
5txSLkf7BeYIgTtUnVDDG8,Old MacDonald,CoComelon,children,64,0.704,0.479,0.936
1nTBgueuGtO762MadGoWvZ,Five Little Monkeys Jumping on the Bed,CoComelon,children,64,0.959,0.2,0.717
2R5iTxkCln6NLTw6l0kjWw,Happy Birthday Song,CoComelon,children,62,0.866,0.387,0.79
6xfOJl9l0Gc5WxjmBAvQsA,Head Shoulder Knees and Toes,CoComelon,children,64,0.516,0.351,0.796
47isJpIIO8m7BJEhiFhnaf,double take,dhruv,chill,75,0.456,0.437,0.209
5e2l2ZAMwHmrkdM4Z6NhAR,Again,Shiloh Dynasty;Timmies,chill,74,0.603,0.204,0.71
3XV5r1cMB2AlD2ir0v6mfm,The Way I Love You,yaeow;Neptune,chill,60,0.543,0.206,0.13
5HsSsEeP3hU9QSfHZrzbtA,3:00 AM,Finding Hope,chill,68,0.55,0.147,0.0346
22I3h5AOENlH4CqXJsEbFR,Collide (feat. Tyga),Justine Skye;Tyga,chill,75,0.418,0.31,0.131
0ri0Han4IRJhzvERHOZTMr,At My Worst,Pink Sweat$,chill,74,0.813,0.415,0.667
3jZDWsoxRHzzp3DYV8qeXE,You Broke My Heart Again,Teqkoi;Aiko,chill,71,0.55,0.143,0.224
2Qn6WHJrY5Im82Jux8FboH,moonlight,dhruv,chill,69,0.735,0.501,0.551
2W4yABdLc4Jnds67Poi5Nl,Yellow Hearts,Ant Saunders,chill,68,0.866,0.438,0.695
0ytvsZOerGzUWfHXVT2Sgy,Eternal Youth,RŮDE,chill,71,0.655,0.487,0.0454
7wrYBASu0OoxoDErd4Edxd,Zara Zara,Bombay Jayashri,classical,58,0.643,0.268,0.62
72HdutlIHBZJ7WT1xVAAZT,Kajra Re,Shankar;Ehsaan;Loy;Alisha Chinai;Shankar Mahadevan;Gulzar,classical,59,0.484,0.898,0.68
7JGgKHHDgJCJkQCQxyHHdl,Zara Zara - Lofi,Bombay Jayashri;DJ Aftab,classical,54,0.608,0.638,0.439
3YRj4jmwois2ctPnhwSwFo,Vaseegara,Bombay Jayashri,classical,68,0.695,0.293,0.637
3tp3ij9dtY3CacQgd1OvRf,Zara Zara - LoFi Chill,Bombay Jayashri;Swattrex,classical,59,0.583,0.308,0.241
6APAPsBCutqTFJ9OFTbeCa,Ondra Renda,Bombay Jayashri,classical,59,0.642,0.562,0.671
3dWXi0xNXqtBEjjbxwVbua,Primavera,Ludovico Einaudi;Robert Ziegler;Royal Philharmonic Orchestra,classical,0,0.23,0.206,0.134
1z0oJ3x3Fb2BWJKRF8HNhx,"Piano Sonata No. 11 in A Major, K. 331: III. Alla turca",Wolfgang Amadeus Mozart;Květa Novotná,classical,2,0.496,0.186,0.585
2nfL62mzeFMzhGZ1YHWGeU,"Piano Sonata in No. 11 A Major, K. 331: III. Rondo alla turca",Wolfgang Amadeus Mozart;Una Bourne,classical,1,0.355,0.215,0.65
7FRZcqaSZntnHEmmN9RoSY,"Sonata in D Major for Two Pianos, K. 448: II. Andante",Wolfgang Amadeus Mozart;Amalie Malling;Hans Pålsson,classical,0,0.372,0.0273,0.157
2vXKRlJBXyOcvZYTdNeckS,Lost in the Fire (feat. The Weeknd),Gesaffelstein;The Weeknd,club,85,0.658,0.671,0.166
095nyFKlTwa9JIp9cVrHOF,Blast Off (feat. Pharrell Williams),Gesaffelstein;Pharrell Williams,club,49,0.627,0.505,0.146
6HJiKaPc4LYPczBFGSMBFs,I Got Summer On My Mind,Jay Dunham,club,65,0.807,0.835,0.349
12Ypr3PCVJ2i7Uwz93q1Vl,Opr,Gesaffelstein,club,59,0.748,0.549,0.197
2zwcnaxahJOnYwG0H6tXTz,John Wick Mode,Le Castle Vania,club,55,0.683,0.869,0.219
4CHDcWhqTsz53Ur9zmvHs8,Empty Bed,Saint Punk,club,58,0.714,0.69,0.631
4RBQt9IvE0Qmzdt6XlzNpd,Drown,ZABO,club,49,0.774,0.87,0.0461
1ME8Thb5mDmBYTI3I5f3uJ,Breathe,ZABO,club,55,0.561,0.547,0.202
2KLA6CccrZHaqmEIVJNcsN,Lethargy,Limbo Slice,club,48,0.665,0.984,0.0392
2jcMktZrayNaiWRnRmItnY,VIRUS (Fytch Remix),KLOUD;Fytch,club,52,0.432,0.624,0.262
2hhFpD32iXUd4GaCu6T4wn,Everyday Normal Guy 2,Jon Lajoie,comedy,75,0.823,0.731,0.876
6dbSBQXCctYSVryynHXaZ4,Freaky Friday (feat. Chris Brown),Lil Dicky;Chris Brown,comedy,45,0.755,0.599,0.755
7lakl3bPRdQqUGX9m755jX,Earth,Lil Dicky,comedy,40,0.694,0.664,0.676
0rRboI6IRuGx56Dq3UdYY4,Because I Got High,Afroman,comedy,69,0.802,0.341,0.849
5PEleSkK4p4E1sx3x7cOLt,I Just Had Sex,The Lonely Island;Akon,comedy,63,0.615,0.811,0.808
7MkysLvt3L8UFji2PceoFU,Molly (feat. Brendon Urie of Panic at the Disco),Lil Dicky;Brendon Urie,comedy,66,0.829,0.514,0.397
1TkWsnheqK0gBtvh07BtNX,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky;Fetty Wap;Rich Homie Quan,comedy,64,0.858,0.697,0.364
2KldK81uQyPpbJLwEekaLQ,Everyday Normal Guy,Jon Lajoie,comedy,52,0.662,0.721,0.69
2zpQ30BpR6teeCeivQoo5p,Motherlover,The Lonely Island;Justin Timberlake,comedy,58,0.762,0.708,0.639
5TlAXiBCBwiQnIZUAA4Jkg,Professional Rapper (feat. Snoop Dogg),Lil Dicky;Snoop Dogg,comedy,62,0.684,0.621,0.537
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",Dan + Shay;Justin Bieber,country,78,0.654,0.63,0.43
6AHJTA1BN7ePfChCwqph3z,Country On,Luke Bryan,country,0,0.52,0.751,0.519
5eUtyONoPyfZYGrFHmZzlc,Die A Happy Man,Thomas Rhett,country,1,0.59,0.389,0.389
1e3QZ42GsP8cTy5uQ0G7J3,Something in the Orange,Zach Bryan,country,3,0.369,0.192,0.148
43WFp6WBAvNgc7iaFFEUJp,Country Girl (Shake It For Me),Luke Bryan,country,2,0.644,0.904,0.672
16LAkUOZbmqdHgicUsHY1S,Slow Down Summer,Thomas Rhett,country,8,0.464,0.755,0.449
6rfDtM5aHbsaLGAUxfIgpN,Stay,Florida Georgia Line,country,2,0.493,0.931,0.556
24NRxtqD6oySjRnAZxa4Hf,Oklahoma Smokeshow,Zach Bryan,country,3,0.544,0.573,0.233
3opqy7HYeNHQaUwYVS7cLo,Put It On Ice,Thomas Rhett;HARDY,country,0,0.554,0.757,0.629
66ERrn57fmkbOq9zhELGPv,November Air,Zach Bryan,country,2,0.429,0.197,0.197
5IgjP7X4th6nMNDh4akUHb,Under The Influence,Chris Brown,dance,96,0.733,0.69,0.31
3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),Sam Smith;Kim Petras,dance,100,0.714,0.472,0.238
5nCthAh3jt4xKuLJAifAaR,Harleys In Hawaii,Katy Perry,dance,73,0.722,0.757,0.721
48QmG1dfvMuYLxMPt7KSRA,No Lie,Sean Paul;Dua Lipa,dance,83,0.742,0.882,0.463
7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers;Halsey,dance,84,0.748,0.524,0.661
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,DJ Snake;Justin Bieber,dance,84,0.649,0.716,0.163
3afkJSKX0EAMsJXTZnDXXJ,Strawberries & Cigarettes,Troye Sivan,dance,82,0.578,0.537,0.25
5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),Dua Lipa;DaBaby,dance,85,0.702,0.825,0.915
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),David Guetta;Bebe Rexha,dance,98,0.561,0.965,0.304
6ocbgoVGwYJhOv1GgI9NsF,7 rings,Ariana Grande,dance,84,0.778,0.317,0.327
493QaNbrvbEiQdPH9hDP6z,Slow Motion,AMARIA BB,dancehall,71,0.733,0.479,0.485
0VzBKgimNRMauaqzT2rEnS,Go Down Deh (feat. Shaggy and Sean Paul),Spice;Shaggy;Sean Paul,dancehall,74,0.817,0.8,0.534
2169IKAivSUUFGcedGASXc,16 Shots,Stefflon Don,dancehall,69,0.684,0.79,0.549
3oZcHR0hqmmdnP06bc84Gd,Last Last,Burna Boy,dancehall,4,0.795,0.565,0.55
2bIllkzKKCotWs0AuCsIoh,B. D’OR,Burna Boy;Wizkid,dancehall,2,0.873,0.658,0.483
35cGkoZHj3mcUYa1kVjFOh,On the Low,Burna Boy,dancehall,2,0.816,0.781,0.937
66tPJue1SdDqvK9ifs6H3t,Real Life,Burna Boy;Stormzy,dancehall,0,0.488,0.572,0.415
0YtYAaCp626cLIDyjB5bcS,For My Hand,Burna Boy;Ed Sheeran,dancehall,0,0.87,0.479,0.717
6phUiTdE97Qq2sPNvbAlLP,23 (Mixed),Burna Boy,dancehall,3,0.688,0.541,0.731
61f7OTlfrjrZqZc8YZtNGd,Real Life (Mixed),Burna Boy;Stormzy,dancehall,4,0.437,0.592,0.632
0dDs144SVansAFynvKYQMW,Our Time Is Now,Gojira,death-metal,60,0.229,0.949,0.4
0TN3CFZuYzAWQCV9N3pVPN,Soldier of Fortune,Opeth,death-metal,52,0.475,0.385,0.183
4Ku3OOZWR4tpKNCVFXILY8,You Only Live Once,Suicide Silence,death-metal,60,0.613,0.953,0.213
69Yia3qCLw6N9U80WhLwLn,Voice of the Soul,Death,death-metal,58,0.158,0.572,0.347
6V3Hz3zyg5I3TqxZPIR4kL,In The Air 2nite,In Element,death-metal,43,0.44,0.71,0.446
1GWtUkDQk7XC35r7kTPfqx,Amazonia,Gojira,death-metal,59,0.382,0.954,0.513
3WB0vRk7rbcT5ZCySPFtEa,Fear Is The Virus,In Element,death-metal,39,0.395,0.84,0.123
4fiOTntQKr24p07FvQDHZE,Raining Blood,Slayer,death-metal,65,0.227,0.995,0.0363
5ohfpKB5tt275f4Y4lQ9F7,Angel Of Death,Slayer,death-metal,60,0.326,0.995,0.092
06WUUNf7q18NZfjIsQFsfa,Delusions of Saviour,Slayer,death-metal,73,0.223,0.805,0.25
6UqRGwjwYL0stXbaodTxwo,Seve - Radio Edit,Tez Cadey,deep-house,69,0.74,0.831,0.448
1oIdcFtf58sZbS7QyZQJ2P,Run Free,Deep Chills;IVIE,deep-house,67,0.727,0.69,0.699
4zN21mbAuaD0WqtmaTZZeP,Ferrari,James Hype;Miggy Dela Rosa,deep-house,90,0.847,0.69,0.692
14uKsvPJ0quzQvdB6f7Dur,Call on Me (Ryan Riback Remix),Starley;Ryan Riback,deep-house,64,0.67,0.839,0.726
5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),Robin Schulz;Francesco Yates,deep-house,76,0.636,0.815,0.636
